ID,Pueblo exacto,Latitud,Longitud,Tipo de oficio,Descripción,Email,Teléfono,Enlace,Enlace imágenes,latitude,longitude
5223,BILBAO,,,ALFARERÍA Y CERÁMICA,"Cerámica utilitaria elaborada 100% a mano a base de técnicas de modelado manual.
Elaboración de vajilla artesanal y de otras piezas para vestir la mesa.
Libre de plomo. Piezas únicas",sumunain@yahoo.com,667271187,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5223&Act=04&SubAct=10,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5223-0004-0010P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5223-0004-0010P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5223-0004-0010P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5223-0004-0010P4.JPG,43.2630018,-2.9350039
5118,BILBAO,,,ALFARERÍA Y CERÁMICA,"Cocomotora es un estudio de cerámica. Un espacio dedicado a la producción de piezas hechas de forma artesanal.
Las colecciones de Cocomotora son creaciones diseñadas y realizadas en nuestro estudio. Nos gusta combinar distintas técnicas para conseguir el resultado que buscamos, desde piezas hechas en torno, extrusionadas, objetos cotidianos, planchas o moldes.

Desde 2015 somos un punto de encuentro dónde la cerámica es la protagonista. Impartimos talleres en los que te enseñamos a desarrollar tus propios proyectos y explorar las infinitas posibilidades que ofrece trabajar con la arcilla.",cocomotorastudio@gmail.com,671626994,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5118&Act=04&SubAct=10,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5118-0004-0010P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5118-0004-0010P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5118-0004-0010P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5118-0004-0010P4.jpg,43.2630018,-2.9350039
5287,LANESTOSA,,,ALFARERÍA Y CERÁMICA,Producción y formación en cerámica.,paula.martinez.sancho@gmail.com,626655490,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5287&Act=04&SubAct=10,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5287-0004-0010P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5287-0004-0010P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5287-0004-0010P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5287-0004-0010P4.JPG,43.2184716,-3.4391344
122,BILBAO,,,ALFARERÍA Y CERÁMICA,"Productos artesanales para la promoción de la empresa.
Piezas únicas o series numeradas basadas en la propia imagen corporativa de la empresa y su filosofía.",hirukipastor@gmail.com,695785369,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=122&Act=04&SubAct=10,https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1994-0122-0004-0010P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1994-0122-0004-0010P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1994-0122-0004-0010P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1994-0122-0004-0010P4.JPG,43.2630018,-2.9350039
5159,BILBAO,,,ALFARERÍA Y CERÁMICA,"Las finalidades generales de PROYECTO HEMEN. NEOARTISAUTZA
LANTEGIA,KOOP. ELK. TXIKIA. son reforzar el tejido social y económico local y
conectar el sector de la creación y creadoras locales con la ciudadanía para conseguir
una relación más horizontal y comprensible.

HEMEN. NEOARTISAUTZA LANTEGIA: Con sede en la calle Ronda N 12 Bajo Drch.
48005 de Bilbao somos un espacio de producción contemporánea y formación.

Buscamos mostrar y enseñar procesos y modos mediante una programación anual que
aúne diferentes formatos como: talleres, charlas, workshops en torno al Diseño,
Artesanía y la creación Artística Contemporánea. Un proyecto de formación y
divulgación.

H05: es una marca de objetos textiles y decorativos. Diseñada y producida en Bilbao,
con un espíritu inclusivo, transdisciplinar y sostenible. Prendas y objetos sin género,
atemporales respetuosos con el medio ambiente y con quienes las producen. Con una
buena relación calidad/precio.",hemen.info@gmail.com,656715705,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5159&Act=04&SubAct=10,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5159-0004-0010P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5159-0004-0010P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5159-0004-0010P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5159-0004-0010P4.JPG,43.2630018,-2.9350039
5065,ETXEBARRIA,,,ALFARERÍA Y CERÁMICA,"Se prepara en el papel por medio de borradores la idea de la pieza: la forma,el material a utilizar  examinando técnicas y colores. Por medio de la técnica elegida se hace la pieza y después de secar en el horno  (980º o 1250º)  se utilizan los esmaltes, Productos como: kaikus, los platos, floreros, lámparas, escudos de armas de heráldica, los trofeos, esculturas,etc",rmetxabe@hotmail.com,618325284,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5065&Act=04&SubAct=10,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5065-0004-0010P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5065-0004-0010P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5065-0004-0010P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5065-0004-0010P4.jpg,43.2549832,-2.4787005
14,BILBAO,,,ALFARERÍA Y CERÁMICA,"Elaboración de productos de cerámica que a partir de una pastilla de arcilla, se crean a mano. Diferentes piezas que se realizan casi siempre partiendo del torno y acabando cada una de ellas a mano, con algunas excepciones como las escultóricas ( modelados)  y los murales que parten de una placa y se va montando con diferentes piezas.",tallerbuia@gmail.com,636049783,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=14&Act=04&SubAct=10,https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1993-0014-0004-0010P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1993-0014-0004-0010P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1993-0014-0004-0010P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1993-0014-0004-0010P4.jpg,43.2630018,-2.9350039
5163,MUNGIA,,,ALFARERÍA Y CERÁMICA,"Es una propuesta que nace desde el interés por la industria del diseño y de las técnicas artesanales locales. Desde la fotografía a la gráfica editorial, por una parte y la cerámica y el tejido por la otra.",karin_04_22@hotmail.com,600331902,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5163&Act=04&SubAct=10,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5163-0004-0010P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5163-0004-0010P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5163-0004-0010P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5163-0004-0010P4.jpg,43.3540663,-2.8464157
5113,BILBAO,,,ALFARERÍA Y CERÁMICA,"Diseño y elaboración de objetos mediante pastas arcillosos modelables y horneables, que se moldean o otrnean, estiban y decoran; esculturas y objetos utilitarios.",buztinartean@gmail.com,678392527,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5113&Act=04&SubAct=10,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5113-0004-0010P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5113-0004-0010P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5113-0004-0010P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5113-0004-0010P4.jpg,43.2630018,-2.9350039
116,PORTUGALETE,,,DECORACION DE CERAMICA,"El taller la Factoría comienza en 1989. Su actividad se centra en la decoración de cerámica: rótulos, murales, reproducción de azulejo antiguo, etc. Cabe destacar la colaboración con otros profesional",lafactoriavflano@telefonica.net,944720669,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=116&Act=04&SubAct=09,https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1994-0116-0004-0009P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1994-0116-0004-0009P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1994-0116-0004-0009P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1994-0116-0004-0009P4.JPG,43.3191292,-3.0199529
276,BILBAO,,,DECORACION DE CERAMICA,"Conservación y restauración de obras de arte y antigüedades. Restauración de muebles, pinturas, tallas, cerámicas y todo tipo de objetos que requieran de una manipulación profesional para su conservación y mantenimiento con las propiedades y estado originales. Se trata de un trabajo intensivo en labores manuales, utilizando pequeña herramienta de uso específico para trabajos delicados",karratu@outlook.com,672326389,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=276&Act=04&SubAct=09,https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2008-0276-0004-0009P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2008-0276-0004-0009P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2008-0276-0004-0009P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2008-0276-0004-0009P4.JPG,43.2630018,-2.9350039
5125,BILBAO,,,DECORACION DE CERAMICA,"Utilizamos técnicas avanzadas de impresión en cerámica para elaborar trabajos de señalética, muralismo, restauración y rehabilitación, y para confeccionar elementos promocionales de diseño único.",juanan@jotaceramicacreativa.com,606303811,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5125&Act=04&SubAct=09,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2018-5125-0004-0009P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2018-5125-0004-0009P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2018-5125-0004-0009P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2018-5125-0004-0009P4.JPG,43.2630018,-2.9350039
5245,GETXO,,,DECORACION DE CERAMICA,"?memaiame es la marca de la artista Maia Grigalashvili, de origen georgiano afincada en España. Esculturas y joyas conceptuales, elaboradas artesanalmente, cuidando cada detalle, desde el diseño, hasta su acabado artístico final.
Cada pieza muestra las huellas de la naturalidad que la convierte en única.?",tabuana@live.com,633494638,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5245&Act=04&SubAct=09,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5245-0004-0009P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5245-0004-0009P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5245-0004-0009P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5245-0004-0009P4.JPG,43.3479409,-3.0087671
5247,BILBAO,,,CERERÍA,"Velas elaboradas con aceites y ceras vegetales, cera de abeja, micas y óxidos minerales y machas ecológicas",xaboi.p@gmail.com,627550661,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5247&Act=15&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5247-0015-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5247-0015-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5247-0015-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5247-0015-0001P4.JPG,43.2630018,-2.9350039
5306,BILBAO,,,ESCULTURA,"Desarrollo de trabajos de construcción en madera (corte, procesado y ensamblado de embalajes, muebles a medida y obras de arte). Producción en metal, cortes y soldadura de hierro y aluminio para proyectos artísticos y mobiliario a medida. Producción de moldes flexibles de silicona y operación con resinas, escayolas y hormigón, entre otros.",adriancastaedaromero@gmail.com,645462733,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5306&Act=16&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5306-0016-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5306-0016-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5306-0016-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5306-0016-0001P4.JPG,43.2630018,-2.9350039
192,EREÑO,,,ESCULTURA,"Escultura abstracta tallada en madera.
Escultura sonora - Fonoeskultura.",zur@urbela.com,657720428,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=192&Act=16&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2001-0192-0016-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2001-0192-0016-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2001-0192-0016-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2001-0192-0016-0001P4.JPG,43.3510437,-2.6162545
5216,BILBAO,,,ESCULTURA,"Capaces de materializar incluso sus ideas más atrevidas, ofrecen experiencias sensoriales a través del diseño interior, el objeto, la luz y el arte.

Sus creaciones cuestionan prácticas cotidianas como ""sentarse"" con el taburete Erko, pero también ámbitos más amplios como la decoración de interiores con el proyecto ""Segunda Piel"", un concepto de decoración cero residuos en línea con la actual problemática medioambiental.


Se inspiran en la naturaleza, del espacio urbano y de los experimentos que hacen en su taller / estudio en Bilbao donde dibujan y transforman los elementos de la casa en una pieza escultórica.",petit.andrea@gmail.com,617728706,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5216&Act=16&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5216-0016-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5216-0016-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5216-0016-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5216-0016-0001P4.JPG,43.2630018,-2.9350039
5281,BILBAO,,,ESCULTURA,Diseño y elaboración de esculturas metálicas bajo encargo para particulares y empresas  y obras de autor,jvsculptures@gmail.com,630450896,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5281&Act=16&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5281-0016-0001P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5281-0016-0001P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5281-0016-0001P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5281-0016-0001P4.jpg,43.2630018,-2.9350039
5180,BILBAO,,,CESTERÍA Y OBJETOS DE FIBRAS VEGETALES,"Cada pieza, es producida artesanalmente a base de  fibras vegetales y cordelería natural. Se trabaja con piezas únicas diseñadas a medida y concebidas para perdurar. Así mismo se diseñan colecciones pequeñas y se escalan modelos.     

En el proceso de producción se combinan técnicas antiguas manuales e instrumentaria digital como el corte numérico. 

El taller está ubicado en Bilbao y da servicio en toda Europa.",gabriela@sagarminaga.com,656861399,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5180&Act=03&SubAct=10,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2021-5180-0003-0010P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2021-5180-0003-0010P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2021-5180-0003-0010P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2021-5180-0003-0010P4.JPG,43.2630018,-2.9350039
5258,BILBAO,,,"INSTRUMENTOS MUSICALES DE ARCO, TECLADO Y CUERDA",CONSTRUCCION Y REPARACION MANUAL Y ARTESANAL DE INSTRUMENTOS DE ARCO.,SALIZAGA@GMAIL.COM,688738385,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5258&Act=11&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5258-0011-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5258-0011-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5258-0011-0001P3.JPG,43.2630018,-2.9350039
306,GIZABURUAGA,,,"INSTRUMENTOS MUSICALES DE ARCO, TECLADO Y CUERDA","Contruccion y Reparación de instrumentos electricos de cuerda, enfocandolo mayoritariamente en el diseño y construccion de bajos electricos a medida del cliente.",INFO@EGILEGORBASSES.COM,679854100,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=306&Act=11&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2012-0306-0011-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2012-0306-0011-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2012-0306-0011-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2012-0306-0011-0001P4.JPG,43.331607,-2.5391336
5310,SOPUERTA,,,"INSTRUMENTOS MUSICALES DE ARCO, TECLADO Y CUERDA","Fabricación de instrumentos musicales de cuerda frotada y pulsada, centrados en las zanfonas y guitarras",berrosopu@gmail.com,672325436,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5310&Act=11&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5310-0011-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5310-0011-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5310-0011-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5310-0011-0001P4.JPG,43.2548196,-3.1703684
5169,BILBAO,,,"INSTRUMENTOS MUSICALES DE ARCO, TECLADO Y CUERDA","El taller se dedica a la construcción y la reparación/restauración de instrumentos de arco de la familia del violín (violín, viola y violonchelo). Los instrumentos se realizan de forma manual siguiendo el proceso de construcción utilizado por los maestros italianos cremoneses de los siglos XVII y XVIII, tales como Antonio Stradivari o Giuseppe Guarneri. Sin embargo, el proceso artesanal se combina con los últimos conocimientos y ensayos acústicos para conseguir instrumentos de la máxima calidad sonora.",davidmanjonluthier@gmail.com,665731132,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5169&Act=11&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5169-0011-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5169-0011-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5169-0011-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5169-0011-0001P4.JPG,43.2630018,-2.9350039
